name AP(rel=2) RR(rel=2) P(rel=2)@3 R(rel=2)@1000 nDCG@10 "AP(rel=2) +" "AP(rel=2) -" "AP(rel=2) p-value" "RR(rel=2) +" "RR(rel=2) -" "RR(rel=2) p-value" "P(rel=2)@3 +" "P(rel=2)@3 -" "P(rel=2)@3 p-value" "R(rel=2)@1000 +" "R(rel=2)@1000 -" "R(rel=2)@1000 p-value" "nDCG@10 +" "nDCG@10 -" "nDCG@10 p-value"
bm25 0.286447676563965 0.6415651531930601 0.47286821705426346 0.7553324237113653 0.4795398322478301 9.0 33.0 3.824639161958481e-06 6.0 18.0 0.009402762349875813 6.0 20.0 0.002044963671677219 0.0 0.0  8.0 35.0 2.8512506070319647e-07
TCTColBert 0.43002042125846796 0.842811839323467 0.6666666666666666 0.7553324237113653 0.6848788059655684               
" +GCN" 0.4547140843851596 0.8580103359173127 0.7131782945736432 0.7553324237113652 0.7019307253642387 26.0 12.0 0.012549526138412972 4.0 5.0 0.6349454896374431 7.0 2.0 0.08317498687627325 0.0 0.0  21.0 17.0 0.1577291241289504
