name AP(rel=2) RR(rel=2) P(rel=2)@3 R(rel=2)@1000 nDCG@10 "AP(rel=2) +" "AP(rel=2) -" "AP(rel=2) p-value" "RR(rel=2) +" "RR(rel=2) -" "RR(rel=2) p-value" "P(rel=2)@3 +" "P(rel=2)@3 -" "P(rel=2)@3 p-value" "R(rel=2)@1000 +" "R(rel=2)@1000 -" "R(rel=2)@1000 p-value" "nDCG@10 +" "nDCG@10 -" "nDCG@10 p-value"
bm25 0.2929878529843003 0.6186655280494082 0.46296296296296297 0.8072226688238111 0.4936273783432555 10.0 44.0 1.0232426065620281e-06 6.0 25.0 0.0008509285715954165 6.0 31.0 4.344428111865952e-05 0.0 0.0  14.0 40.0 5.367161367385332e-06
TCTColBert 0.45323606442702563 0.8167266456740143 0.6913580246913581 0.8072226688238111 0.6797534573362469               
" +GCN" 0.470002808960875 0.8400673400673403 0.6728395061728397 0.8072226688238111 0.6951865265625374 35.0 17.0 0.018663506119347792 9.0 8.0 0.42062487327126263 7.0 9.0 0.49641961429494186 0.0 0.0  31.0 20.0 0.1878801982481369
