name AP(rel=2) RR(rel=2) P(rel=2)@3 R(rel=2)@1000 nDCG@10 "AP(rel=2) +" "AP(rel=2) -" "AP(rel=2) p-value" "RR(rel=2) +" "RR(rel=2) -" "RR(rel=2) p-value" "P(rel=2)@3 +" "P(rel=2)@3 -" "P(rel=2)@3 p-value" "R(rel=2)@1000 +" "R(rel=2)@1000 -" "R(rel=2)@1000 p-value" "nDCG@10 +" "nDCG@10 -" "nDCG@10 p-value"
bm25 0.286447676563965 0.6415651531930601 0.47286821705426346 0.7553324237113653 0.4795398322478301 0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0 
bm2 0.286447676563965 0.6415651531930601 0.47286821705426346 0.7553324237113653 0.4795398322478301               
